Anno,Relazione 1,Source,Relazione 2,Target
1990,Stefano Allegra,2433,Marco Masini (LP),631
1990,Luciano Mitillo,2373,Marco Masini (LP),631
1990,Riccardo Galardini,2654,Marco Masini (LP),631
1990,Mario Manzani,2576,Marco Masini (LP),631
1990,Matthias Zähler,2857,Marco Masini (LP),631
1990,Vittorio Piombo,3048,Marco Masini (LP),631
1990,Noris Borgogelli,3032,Marco Masini (LP),631
1990,Maela Granziero,3017,Marco Masini (LP),631
1990,Tiziano Castelvetro,3045,Marco Masini (LP),631
1990,Antonella Melone,3216,Marco Masini (LP),631
1990,Beppe Dati,3227,Marco Masini (LP),631
1990,Danilo Amerio,3248,Marco Masini (LP),631
1990,Betti Maineri,3230,Marco Masini (LP),631
1990,Francesca Balestracci,3273,Marco Masini (LP),631
1990,Luca Nesti,3345,Marco Masini (LP),631
1990,Marco Manzani,3357,Marco Masini (LP),631
1990,Roberto Buti,3419,Marco Masini (LP),631
1990,Fabrizio De André,58,Le nuvole,597
1990,Ricordi,976,Le nuvole,597
1990,Fonit Cetra,947,Le nuvole,597
1990,Metropolis Milano,1088,Le nuvole,597
1990,Mauro Pagani,1339,Le nuvole,597
1990,Mauro Pagani,1546,Le nuvole,597
1990,Massimo Bubola,1538,Le nuvole,597
1990,Ivano Fossati,1518,Le nuvole,597
1990,Jean Marc Tigani,1795,Le nuvole,597
1990,Maurizio Camagna,1877,Le nuvole,597
1990,Alberto Bonardi,1609,Le nuvole,597
1990,Lele Melotti,2176,Le nuvole,597
1990,Walter Calloni,2278,Le nuvole,597
1990,Massimo Pusceddu,2197,Le nuvole,597
1990,Alfio Antico,2085,Le nuvole,597
1990,Candelo Cabezas,2093,Le nuvole,597
1990,Federico Sanesi,2129,Le nuvole,597
1990,Paolo Costa,2400,Le nuvole,597
1990,Giuseppe Barbareschi,2348,Le nuvole,597
1990,Roberto Bonati,2420,Le nuvole,597
1990,Michele Ascolese,2612,Le nuvole,597
1990,Flavio Premoli,2774,Le nuvole,597
1990,Sergio Conforti (Rocco Tanica),2930,Le nuvole,597
1990,Mauro Pagani,3025,Le nuvole,597
1990,Franco Formenti,2996,Le nuvole,597
1990,Mario Arcari,3135,Le nuvole,597
1990,Andrea Parodi,3208,Le nuvole,597
1990,Gigi Camedda,3291,Le nuvole,597
1990,Gino Marielli,3295,Le nuvole,597
1990,Mango,118,Sirtaki,788
1990,Fonit Cetra,947,Sirtaki,788
1990,Parsifal (UK),1106,Sirtaki,788
1990,Bach Studio Milano,1014,Sirtaki,788
1990,Alberto Salerno,1212,Sirtaki,788
1990,Mauro Paoluzzi,1340,Sirtaki,788
1990,Geoff Westley,1285,Sirtaki,788
1990,Rocco Petruzzi,1583,Sirtaki,788
1990,Simon Smart,1989,Sirtaki,788
1990,Shaun Smyth,1985,Sirtaki,788
1990,Nino Iorio,3484,Sirtaki,788
1990,Carmine Di,1667,Sirtaki,788
1990,Fabio Pezzola,1718,Sirtaki,788
1990,Marco Inzadi,2062,Sirtaki,788
1990,Graziano Accinni,2545,Sirtaki,788
1990,Alberto Crucitti,2707,Sirtaki,788
1990,Mietta,127,Canzoni (1990),309
1990,Fonit Cetra,947,Canzoni (1990),309
1990,Lead Recording Studios Roma,1077,Canzoni (1990),309
1990,Gabriele Varano,1283,Canzoni (1990),309
1990,Gianni Sanjust,1301,Canzoni (1990),309
1990,Amedeo Minghi,1428,Canzoni (1990),309
1990,Marco Petriaggi,1529,Canzoni (1990),309
1990,Mario Zannini Quirini,1535,Canzoni (1990),309
1990,Derek Wilson,2119,Canzoni (1990),309
1990,Marco Petriaggi,2571,Canzoni (1990),309
1990,Mario Zannini Quirini,2848,Canzoni (1990),309
1990,Fabio Concato,57,Giannutri,453
1990,Philips,970,Giannutri,453
1990,Studio Guillaume Tell (FRA),1166,Giannutri,453
1990,Phil Ramone,1360,Giannutri,453
1990,Salvatore Fabrizio,1374,Giannutri,453
1990,Peter John Vettese,1565,Giannutri,453
1990,Craig Vogel,1685,Giannutri,453
1990,Renaud Letang,1949,Giannutri,453
1990,Gordon Lyon,1779,Giannutri,453
1990,Tony Beard,2268,Giannutri,453
1990,Felix Sabaleco,2130,Giannutri,453
1990,Laurence Cottle,2365,Giannutri,453
1990,Massimo Luca,2583,Giannutri,453
1990,Carlos Alomar,2471,Giannutri,453
1990,Peter John Vettese,2893,Giannutri,453
1990,Carlo Gargioni,2734,Giannutri,453
1990,Claudio Baglioni,35,Oltre,697
1990,CBS,923,Oltre,697
1990,Forum Music Village Roma,1057,Oltre,697
1990,Easy Records Roma,1041,Oltre,697
1990,Pick Up Studio Reggio Emilia,1109,Oltre,697
1990,Emme Studio Firenze,1045,Oltre,697
1990,Real World (UK),1118,Oltre,697
1990,Town House (UK),1188,Oltre,697
1990,Grand Armée (FRA),1060,Oltre,697
1990,Celso Valli,1445,Oltre,697
1990,Maurizio Maggi,1880,Oltre,697
1990,Pasquale Minieri,1923,Oltre,697
1990,Stuart Bruce,2003,Oltre,697
1990,Mark Chamberlain,1850,Oltre,697
1990,Graham Dickson,1781,Oltre,697
1990,Eddie Offord,1700,Oltre,697
1990,Steve Ferrone,2258,Oltre,697
1990,Manù Katché,2185,Oltre,697
1990,Danny Cummings,2118,Oltre,697
1990,Frank Ricotti,2136,Oltre,697
1990,Hossam Ramzy,2160,Oltre,697
1990,Charlie Morgan,2101,Oltre,697
1990,Pino Palladino,2408,Oltre,697
1990,Tony Levin,2437,Oltre,697
1990,Danny Thompson,2318,Oltre,697
1990,John Giblin,2361,Oltre,697
1990,Paolo Gianolio,2630,Oltre,697
1990,Phil Palmer,2639,Oltre,697
1990,Pino Daniele,2643,Oltre,697
1990,Paco De Lucia,2626,Oltre,697
1990,David Rhodes,2492,Oltre,697
1990,Simon Clark,2936,Oltre,697
1990,Nick Glennie-Smith,2879,Oltre,697
1990,Richard Galliano,2913,Oltre,697
1990,Danilo Rea,2747,Oltre,697
1990,Walter Savelli,2962,Oltre,697
1990,David Sancious,2753,Oltre,697
1990,Celso Valli,2736,Oltre,697
1990,Didier Lockwood,2988,Oltre,697
1990,Unione dei Musicisti di Roma,3046,Oltre,697
1990,Isobel Griffiths,3114,Oltre,697
1990,Michel Gaucher,3149,Oltre,697
1990,Ida Baldi,3310,Oltre,697
1990,Claudio Mattone,3243,Oltre,697
1990,Livio Macoratti,3340,Oltre,697
1990,Paola Massari,3395,Oltre,697
1990,Cesare De Natale,3237,Oltre,697
1990,Piero Montanari,3409,Oltre,697
1990,Roberta Longhi,3417,Oltre,697
1990,Rossella Corsi,3426,Oltre,697
1990,Gianni Morandi,76,Varietà,883
1990,RCA,974,Varietà,883
1990,Lucio Dalla,1319,Varietà,883
1990,Mauro Malavasi,1338,Varietà,883
1990,Luca Malaguti,1811,Varietà,883
1990,Massimo Carpani,1864,Varietà,883
1990,Luca Testoni,1815,Varietà,883
1990,Roberto Barillari,1957,Varietà,883
1990,Bruno Mariani,2467,Varietà,883
1990,Lucio Dalla,2833,Varietà,883
1990,Mauro Malavasi,2863,Varietà,883
1990,Luca Malaguti,2826,Varietà,883
1990,Lucio Dalla,3128,Varietà,883
1990,Paride Sforza,3162,Varietà,883
1990,Roberto Costa,3420,Varietà,883
1990,Iskra Menarini,3313,Varietà,883
1990,Carolina Balboni,3235,Varietà,883
1990,Giuseppe Rossetti,3302,Varietà,883
1990,Angela Baraldi,3210,Varietà,883
1990,Pooh,155,Uomini soli,877
1990,CGD,926,Uomini soli,877
1990,Morning Studios Milano,1090,Uomini soli,877
1990,Emanuele Ruffinengo,1465,Uomini soli,877
1990,Renato Cantele,1948,Uomini soli,877
1990,Giorgio Prattella,1769,Uomini soli,877
1990,Marco Inzadi,2062,Uomini soli,877
1990,Enrico Ruggeri,3264,Uomini soli,877
1990,Eros Ramazzotti,3267,Uomini soli,877
1990,Raf,3410,Uomini soli,877
1990,Umberto Tozzi,3456,Uomini soli,877
1990,Mina,130,Ti conosco mascherina,838
1990,PDU,967,Ti conosco mascherina,838
1990,Massimiliano Pani,1536,Ti conosco mascherina,838
1990,Fabrizio Rovelli,1722,Ti conosco mascherina,838
1990,Massimo Bozzi,1862,Ti conosco mascherina,838
1990,Massimiliano Pani,1856,Ti conosco mascherina,838
1990,Ellade Bandini,2122,Ti conosco mascherina,838
1990,Candelo Cabezas,2093,Ti conosco mascherina,838
1990,Massimo Moriconi,2380,Ti conosco mascherina,838
1990,Riccardo Fioravanti,2415,Ti conosco mascherina,838
1990,Gigi Cifarelli,2534,Ti conosco mascherina,838
1990,Danilo Minotti,2490,Ti conosco mascherina,838
1990,Paolo Gianolio,2630,Ti conosco mascherina,838
1990,Aldo Banfi,2712,Ti conosco mascherina,838
1990,Danilo Rea,2747,Ti conosco mascherina,838
1990,Enrico Riccardi,2758,Ti conosco mascherina,838
1990,Massimiliano Pani,2851,Ti conosco mascherina,838
1990,Massimo Bozzi,2852,Ti conosco mascherina,838
1990,Renato Sellani,2907,Ti conosco mascherina,838
1990,Vittorio Bacchelli (Victor Bach),2957,Ti conosco mascherina,838
1990,Fernando Brusco,3091,Ti conosco mascherina,838
1990,Mauro Parodi,3145,Ti conosco mascherina,838
1990,Franco Ambrosetti,3094,Ti conosco mascherina,838
1990,Claudio Allifranchini,3070,Ti conosco mascherina,838
1990,Giancarlo Porro,3101,Ti conosco mascherina,838
1990,Kenny Garrett,3122,Ti conosco mascherina,838
1990,Filippo Bernardiello,3269,Ti conosco mascherina,838
1990,Jean Claude Burri,3316,Ti conosco mascherina,838
1990,Gianni Demarin,3289,Ti conosco mascherina,838
1990,Mario Fabrini,3364,Ti conosco mascherina,838
1990,Gabriella Herklotz,3278,Ti conosco mascherina,838
1990,Matteo Marini,3369,Ti conosco mascherina,838
1990,Ugo Norsa,3455,Ti conosco mascherina,838
1990,Moreno Ferrara,3380,Ti conosco mascherina,838
1990,Fiorella Mannoia,60,Di terra e di vento,380
1990,Epic,943,Di terra e di vento,380
1990,Morning Studios Milano,1090,Di terra e di vento,380
1990,Logic Studios Milano,1079,Di terra e di vento,380
1990,Il Cortile Milano,1065,Di terra e di vento,380
1990,Garden Studio Bergamo,1058,Di terra e di vento,380
1990,Piero Fabrizi,1367,Di terra e di vento,380
1990,Fio Zanotti,1479,Di terra e di vento,380
1990,Giambattista Lizzori,1746,Di terra e di vento,380
1990,Renato Cantele,1948,Di terra e di vento,380
1990,Alfiero Massimini,1622,Di terra e di vento,380
1990,Maurizio Biancani,1876,Di terra e di vento,380
1990,Paolo Mescoli,1920,Di terra e di vento,380
1990,Alfredo Golino,2086,Di terra e di vento,380
1990,Lele Melotti,2176,Di terra e di vento,380
1990,Pier Michelatti,2405,Di terra e di vento,380
1990,Piero Fabrizi,2640,Di terra e di vento,380
1990,Paolo Gianolio,2630,Di terra e di vento,380
1990,Fio Zanotti,2773,Di terra e di vento,380
1990,Paolo Gianolio,2887,Di terra e di vento,380
1990,Claudio Pascoli,3072,Di terra e di vento,380
1990,Giulia Fasolino,3299,Di terra e di vento,380
1990,Lalla Francia,3324,Di terra e di vento,380
1990,Naimy Hackett,3382,Di terra e di vento,380
1990,Silvio Pozzoli,3440,Di terra e di vento,380
1990,Francesco Guccini,65,Quello che non...,740
1990,EMI,942,Quello che non...,740
1990,Renzo Fantini,1378,Quello che non...,740
1990,Ezio De Rosa,1715,Quello che non...,740
1990,Alberto Boi,1608,Quello che non...,740
1990,Claudio Pois,1680,Quello che non...,740
1990,Ellade Bandini,2122,Quello che non...,740
1990,Ares Tavolazzi,2299,Quello che non...,740
1990,"Juan Carlos ""Flaco"" Biondini",2558,Quello che non...,740
1990,Massimo Luca,2583,Quello che non...,740
1990,Vince Tempera,2958,Quello che non...,740
1990,Piero Cairo,2896,Quello che non...,740
1990,Roberto Marchiò,3040,Quello che non...,740
1990,Roberto Manuzzi,3172,Quello che non...,740
1990,Lucio Battisti,114,La sposa occidentale,578
1990,CBS,923,La sposa occidentale,578
1990,Olympic Studios (UK),1101,La sposa occidentale,578
1990,Greg Walsh,1308,La sposa occidentale,578
1990,Chris Bandy,1673,La sposa occidentale,578
1990,Crispin Retey,1686,La sposa occidentale,578
1990,Andy Duncan,2088,La sposa occidentale,578
1990,Joe Skeete,2360,La sposa occidentale,578
1990,Paul Stacey,2638,La sposa occidentale,578
1990,John Young,2817,La sposa occidentale,578
1990,Richard Cottle,2912,La sposa occidentale,578
1990,Derek Watkins,3083,La sposa occidentale,578
1990,Enrico Ruggeri,50,Il falco e il gabbiano,488
1990,CGD,926,Il falco e il gabbiano,488
1990,Morning Studios Milano,1090,Il falco e il gabbiano,488
1990,Penelope Studio Milano,1107,Il falco e il gabbiano,488
1990,Penelope,1357,Il falco e il gabbiano,488
1990,Vittorio Cosma,1603,Il falco e il gabbiano,488
1990,Luigi Schiavone,1525,Il falco e il gabbiano,488
1990,Luigi Schiavone,1821,Il falco e il gabbiano,488
1990,Renato Cantele,1948,Il falco e il gabbiano,488
1990,Giambattista Lizzori,1746,Il falco e il gabbiano,488
1990,Marco Inzadi,2062,Il falco e il gabbiano,488
1990,Luigi Fiore,2182,Il falco e il gabbiano,488
1990,Mao Granata,2186,Il falco e il gabbiano,488
1990,Fortunato Saccà,2329,Il falco e il gabbiano,488
1990,Luigi Schiavone,2566,Il falco e il gabbiano,488
1990,Vittorio Cosma,2960,Il falco e il gabbiano,488
1990,Fabrizio Palermo,2768,Il falco e il gabbiano,488
1990,Emi Callina,3261,Il falco e il gabbiano,488
1990,Giulia Fasolino,3299,Il falco e il gabbiano,488
1990,Paola Folli,3393,Il falco e il gabbiano,488
1990,Malcolm McDonald,3351,Il falco e il gabbiano,488
1990,Silvio Pozzoli,3440,Il falco e il gabbiano,488
1990,Paolo Conte,148,Parole d'amore scritte a macchina,707
1990,CGD,926,Parole d'amore scritte a macchina,707
1990,Studiottanta Fortuna Records Asti,1179,Parole d'amore scritte a macchina,707
1990,Condulmer Studio Treviso,1029,Parole d'amore scritte a macchina,707
1990,Renzo Fantini,1378,Parole d'amore scritte a macchina,707
1990,Marco Canepa,1830,Parole d'amore scritte a macchina,707
1990,Massimo Visentin,1870,Parole d'amore scritte a macchina,707
1990,Sandro Franchin,1978,Parole d'amore scritte a macchina,707
1990,Vincent Perreux,2019,Parole d'amore scritte a macchina,707
1990,Daniele Di Gregorio,2113,Parole d'amore scritte a macchina,707
1990,Jino Touche,2359,Parole d'amore scritte a macchina,707
1990,Claudio Dadone,2481,Parole d'amore scritte a macchina,707
1990,Renzo Marino,2652,Parole d'amore scritte a macchina,707
1990,Jimmy Villotti,2555,Parole d'amore scritte a macchina,707
1990,Nando Francia,2878,Parole d'amore scritte a macchina,707
1990,Claudio Gilio,2983,Parole d'amore scritte a macchina,707
1990,Claudio Merlo,2984,Parole d'amore scritte a macchina,707
1990,Guido Remonda,3002,Parole d'amore scritte a macchina,707
1990,Vittorio Marchese,3047,Parole d'amore scritte a macchina,707
1990,Sergio Del Mastro,3183,Parole d'amore scritte a macchina,707
1990,Francesco Zennaro,3093,Parole d'amore scritte a macchina,707
1990,Marco Lepratto,3131,Parole d'amore scritte a macchina,707
1990,Ginger Brew,3293,Parole d'amore scritte a macchina,707
1990,Julie Brannen,3320,Parole d'amore scritte a macchina,707
1990,Maria Short,3360,Parole d'amore scritte a macchina,707
1990,Rama Brew,3411,Parole d'amore scritte a macchina,707
1990,Sharon May Linn,3433,Parole d'amore scritte a macchina,707
1990,Francesco Baccini,63,Il pianoforte non è il mio forte,501
1990,CGD,926,Il pianoforte non è il mio forte,501
1990,Giorgio Conte,1303,Il pianoforte non è il mio forte,501
1990,Andrea Braido,1429,Il pianoforte non è il mio forte,501
1990,Andrea Braido,2291,Il pianoforte non è il mio forte,501
1990,Andrea Braido,2449,Il pianoforte non è il mio forte,501
1990,Luciano Girardengo,3013,Il pianoforte non è il mio forte,501
1990,Daniele Pagella,2986,Il pianoforte non è il mio forte,501
1990,Roberto Caviglione,3038,Il pianoforte non è il mio forte,501
1990,Massimo Barbierato,3023,Il pianoforte non è il mio forte,501
1990,Flavio Boltro,3092,Il pianoforte non è il mio forte,501
1990,Gianna Cerchier,3287,Il pianoforte non è il mio forte,501
1990,Luca Jurman,3344,Il pianoforte non è il mio forte,501
1990,Gianna Nannini,74,Scandalo,772
1990,Ricordi,976,Scandalo,772
1990,RAK Studios (UK),1117,Scandalo,772
1990,Town House (UK),1188,Scandalo,772
1990,David M. Allen,1248,Scandalo,772
1990,Roy Spong,1970,Scandalo,772
1990,Alex Shirley,1620,Scandalo,772
1990,Dan Duncan,1689,Scandalo,772
1990,Nigel Goodrich,1905,Scandalo,772
1990,Rüdiger Braune,2246,Scandalo,772
1990,Franco Faraldo,2134,Scandalo,772
1990,Hans Bäär,2352,Scandalo,772
1990,Igor Berin,2547,Scandalo,772
1990,Marco Colombo,2568,Scandalo,772
1990,Rüdiger Elze,2674,Scandalo,772
1990,Chris Jarrett,2478,Scandalo,772
1990,Corrado Sfogli,2486,Scandalo,772
1990,Martin Evans,2850,Scandalo,772
1990,Andy Wright,2717,Scandalo,772
1990,Edoardo Bennato,46,Rinnegato,752
1990,Virgin,987,Rinnegato,752
1990,Baby Studios Milano,1013,Rinnegato,752
1990,Franco De Lucia,1278,Rinnegato,752
1990,Giorgio Darmanin,1766,Rinnegato,752
1990,Massimo Noè,1867,Rinnegato,752
1990,Roberto Ciotti,2660,Rinnegato,752
1990,Luciano Ninzatti,2564,Rinnegato,752
1990,Lucio Bardi,2565,Rinnegato,752
1990,Litfiba,105,El Diablo,414
1990,CGD,926,El Diablo,414
1990,Al Capone Studios Arezzo,1004,El Diablo,414
1990,Studio Gas Firenze,1165,El Diablo,414
1990,Alberto Pirelli,1211,El Diablo,414
1990,Roberto Terzani,1392,El Diablo,414
1990,Fabrizio Simoncioni,1723,El Diablo,414
1990,Paolo Talami,1922,El Diablo,414
1990,Brad Davis,1654,El Diablo,414
1990,Federico Poggipollini,2516,El Diablo,414
1990,Mauro Sabbione,2866,El Diablo,414
1991,Antonello Venditti,22,Benvenuti in Paradiso,274
1991,Heinz Music,952,Benvenuti in Paradiso,274
1991,Studio The Villa Roma,1178,Benvenuti in Paradiso,274
1991,Audiologic Roma,1011,Benvenuti in Paradiso,274
1991,Alessandro Colombini,1213,Benvenuti in Paradiso,274
1991,Marco Manfellotto,1839,Benvenuti in Paradiso,274
1991,Antonio Giampaoli,1638,Benvenuti in Paradiso,274
1991,Derek Wilson,2119,Benvenuti in Paradiso,274
1991,Carlo Verdone,2097,Benvenuti in Paradiso,274
1991,Fabio Pignatelli,2326,Benvenuti in Paradiso,274
1991,Adriano Lo Giudice,2285,Benvenuti in Paradiso,274
1991,Mario Schilirò,2577,Benvenuti in Paradiso,274
1991,Maurizio Perfetto,2595,Benvenuti in Paradiso,274
1991,Alessandro Centofanti,2714,Benvenuti in Paradiso,274
1991,Marco Colucci,2838,Benvenuti in Paradiso,274
1991,Danilo Cherni,2745,Benvenuti in Paradiso,274
1991,Amedeo Bianchi,3056,Benvenuti in Paradiso,274
1991,Demo Morselli,3082,Benvenuti in Paradiso,274
1991,Mint Juleps,3376,Benvenuti in Paradiso,274
1991,Marco Masini,120,Malinconoia,625
1991,Ricordi,976,Malinconoia,625
1991,Morning Studios Milano,1090,Malinconoia,625
1991,Giancarlo Bigazzi,1289,Malinconoia,625
1991,Mario Manzani,1533,Malinconoia,625
1991,Giorgio Prattella,1769,Malinconoia,625
1991,Renato Cantele,1948,Malinconoia,625
1991,Lele Melotti,2176,Malinconoia,625
1991,Massimo Pacciani,2196,Malinconoia,625
1991,Cesare Chiodo,2310,Malinconoia,625
1991,Mario Manzani,2576,Malinconoia,625
1991,Marco Tamburini,3132,Malinconoia,625
1991,Paride Sforza,3162,Malinconoia,625
1991,Sandro Comini,3182,Malinconoia,625
1991,Agostino Penna,3196,Malinconoia,625
1991,Danilo Amerio,3248,Malinconoia,625
1991,Ermanna Bacciglieri,3266,Malinconoia,625
1991,Francesca Alotta,3272,Malinconoia,625
1991,Francesca Balestracci,3273,Malinconoia,625
1991,Leonardo Abbate,3334,Malinconoia,625
1991,Massimo Rastrelli,3368,Malinconoia,625
1991,Gino Paoli,79,Matto come un gatto,634
1991,WEA,992,Matto come un gatto,634
1991,Condulmer Studio Treviso,1029,Matto come un gatto,634
1991,Suono di Ripetta Roma,1180,Matto come un gatto,634
1991,Pino Longobardi,1372,Matto come un gatto,634
1991,Adriano Pennino,1423,Matto come un gatto,634
1991,Martyn L. Webster,1855,Matto come un gatto,634
1991,Vittorio Riva,2277,Matto come un gatto,634
1991,Rosario Jermano,2245,Matto come un gatto,634
1991,Aldo Mercurio,2287,Matto come un gatto,634
1991,Maurizio Fiordiliso,2593,Matto come un gatto,634
1991,Adriano Pennino,2704,Matto come un gatto,634
1991,Amedeo Bianchi,3056,Matto come un gatto,634
1991,Claudio Pascoli,3072,Matto come un gatto,634
1991,Demo Morselli,3082,Matto come un gatto,634
1991,Robert Fix,3171,Matto come un gatto,634
1991,Aida Cooper,3197,Matto come un gatto,634
1991,Lalla Francia,3324,Matto come un gatto,634
1991,Lola Feghaly,3341,Matto come un gatto,634
1991,Moreno Ferrara,3380,Matto come un gatto,634
1991,Umberto Tozzi,198,Gli altri siamo noi,459
1991,CGD,926,Gli altri siamo noi,459
1991,Giancarlo Bigazzi,1289,Gli altri siamo noi,459
1991,Marco Falagiani,1320,Gli altri siamo noi,459
1991,Mario Manzani,1533,Gli altri siamo noi,459
1991,Alfiero Massimini,1622,Gli altri siamo noi,459
1991,Renato Cantele,1948,Gli altri siamo noi,459
1991,Massimo Pacciani,2196,Gli altri siamo noi,459
1991,Cesare Chiodo,2310,Gli altri siamo noi,459
1991,Stefano Allegra,2433,Gli altri siamo noi,459
1991,Riccardo Galardini,2654,Gli altri siamo noi,459
1991,Mario Manzani,2576,Gli altri siamo noi,459
1991,Marco Falagiani,2839,Gli altri siamo noi,459
1991,Agostino Penna,3196,Gli altri siamo noi,459
1991,Danilo Amerio,3248,Gli altri siamo noi,459
1991,Ermanna Bacciglieri,3266,Gli altri siamo noi,459
1991,Beppe Dati,3227,Gli altri siamo noi,459
1991,Francesca Balestracci,3273,Gli altri siamo noi,459
1991,Leonardo Abbate,3334,Gli altri siamo noi,459
1991,Massimo Rastrelli,3368,Gli altri siamo noi,459
1991,Riccardo Cocciante,163,"Cocciante (LP, 1991)",340
1991,Virgin,987,"Cocciante (LP, 1991)",340
1991,Studio Mega (FRA),1172,"Cocciante (LP, 1991)",340
1991,Patrice Cramer,1356,"Cocciante (LP, 1991)",340
1991,Mario Lavezzi,1847,"Cocciante (LP, 1991)",340
1991,Patrice Cramer,1925,"Cocciante (LP, 1991)",340
1991,Patrice Rouillon,1926,"Cocciante (LP, 1991)",340
1991,Kirt Rust,2172,"Cocciante (LP, 1991)",340
1991,Evert Verhees,2325,"Cocciante (LP, 1991)",340
1991,Basile Leroux,2458,"Cocciante (LP, 1991)",340
1991,Jean-Philippe Rekyel,2815,"Cocciante (LP, 1991)",340
1991,Michel Gaucher,3149,"Cocciante (LP, 1991)",340
1991,Paola Turci,3398,"Cocciante (LP, 1991)",340
1991,Alessandro Bono,3200,"Cocciante (LP, 1991)",340
1991,Giulia Combo,3298,"Cocciante (LP, 1991)",340
1991,Marco Carena,3354,"Cocciante (LP, 1991)",340
1991,Raf,158,Sogni... è tutto quello che c'è,793
1991,CGD,926,Sogni... è tutto quello che c'è,793
1991,Santanna Recording Studios Castelfranco Emilia (MO),1128,Sogni... è tutto quello che c'è,793
1991,Morning Studios Milano,1090,Sogni... è tutto quello che c'è,793
1991,Dado Parisini,1455,Sogni... è tutto quello che c'è,793
1991,Alfiero Massimini,1622,Sogni... è tutto quello che c'è,793
1991,Renato Cantele,1948,Sogni... è tutto quello che c'è,793
1991,Giorgio Prattella,1769,Sogni... è tutto quello che c'è,793
1991,Massimo Pacciani,2196,Sogni... è tutto quello che c'è,793
1991,Stefano Allegra,2433,Sogni... è tutto quello che c'è,793
1991,Riccardo Galardini,2654,Sogni... è tutto quello che c'è,793
1991,Andrea Braido,2449,Sogni... è tutto quello che c'è,793
1991,Dado Parisini,2744,Sogni... è tutto quello che c'è,793
1991,Demo Morselli,3082,Sogni... è tutto quello che c'è,793
1991,"Stefano ""Cocco"" Cantini",3187,Sogni... è tutto quello che c'è,793
1991,Danilo Amerio,3248,Sogni... è tutto quello che c'è,793
1991,Beppe Dati,3227,Sogni... è tutto quello che c'è,793
1991,Lee Lewis,3330,Sogni... è tutto quello che c'è,793
1991,Gianna Cerchier,3287,Sogni... è tutto quello che c'è,793
1991,Katie & Carole,3321,Sogni... è tutto quello che c'è,793
1991,Roberto Vecchioni,167,Per amore mio,713
1991,EMI,942,Per amore mio,713
1991,Cave Digital Milano,1019,Per amore mio,713
1991,Mauro Paoluzzi,1340,Per amore mio,713
1991,Gianni Massari,1300,Per amore mio,713
1991,Franco Cufone,1730,Per amore mio,713
1991,Carmine Di,1667,Per amore mio,713
1991,Rocco Petruzzi,2426,Per amore mio,713
1991,Vittorio Cosma,2960,Per amore mio,713
1991,Adriano Celentano,5,Il re degli ignoranti,504
1991,Clan Celentano,932,Il re degli ignoranti,504
1991,Davide Romani,1461,Il re degli ignoranti,504
1991,Enrico La Falce,1468,Il re degli ignoranti,504
1991,Luca Cersosimo,1521,Il re degli ignoranti,504
1991,Giacomo Celentano,3282,Il re degli ignoranti,504
1991,Rosalinda Celentano,3422,Il re degli ignoranti,504
1991,Rosita Celentano,3424,Il re degli ignoranti,504
1991,Paola Cippi,3392,Il re degli ignoranti,504
1991,Pino Daniele,153,Un uomo in blues,868
1991,CGD,926,Un uomo in blues,868
1991,Logic Studios Milano,1079,Un uomo in blues,868
1991,Gregg Jackman,1782,Un uomo in blues,868
1991,Giulio Clementi,1772,Un uomo in blues,868
1991,Pino Pischetola,1941,Un uomo in blues,868
1991,Gary Chaffee,2139,Un uomo in blues,868
1991,Rosario Jermano,2245,Un uomo in blues,868
1991,Harvie Swartz,2353,Un uomo in blues,868
1991,Mick Goodrick,2618,Un uomo in blues,868
1991,Danilo Rea,2747,Un uomo in blues,868
1991,Edoardo Romano,3256,Un uomo in blues,868
1991,Gino Cogliandro,3294,Un uomo in blues,868
1991,Mirko Setaro,3377,Un uomo in blues,868
1991,Ligabue,104,"Lambrusco, coltelli, rose & pop corn",588
1991,WEA,992,"Lambrusco, coltelli, rose & pop corn",588
1991,Umbi Studios - Maison Blanche Modena,1193,"Lambrusco, coltelli, rose & pop corn",588
1991,Angelo Carrara,1218,"Lambrusco, coltelli, rose & pop corn",588
1991,Paolo Lovat,1917,"Lambrusco, coltelli, rose & pop corn",588
1991,Marco Inzadi,2062,"Lambrusco, coltelli, rose & pop corn",588
1991,Gigi Cavalli Cocchi,2150,"Lambrusco, coltelli, rose & pop corn",588
1991,Luciano Ghezzi,2371,"Lambrusco, coltelli, rose & pop corn",588
1991,Max Cottafavi,2606,"Lambrusco, coltelli, rose & pop corn",588
1991,Giovanni Marani,2802,"Lambrusco, coltelli, rose & pop corn",588
1991,Mina,130,Caterpillar,326
1991,PDU,967,Caterpillar,326
1991,Mario Robbiani,1534,Caterpillar,326
1991,Massimiliano Pani,1536,Caterpillar,326
1991,Werner Roth,2022,Caterpillar,326
1991,Paolo Panigada,1921,Caterpillar,326
1991,Nuccio Rinaldis,1909,Caterpillar,326
1991,Fabrizio Rovelli,1722,Caterpillar,326
1991,Alfredo Golino,2086,Caterpillar,326
1991,Roberto Gatto,2233,Caterpillar,326
1991,Ellade Bandini,2122,Caterpillar,326
1991,Candelo Cabezas,2093,Caterpillar,326
1991,Massimo Moriconi,2380,Caterpillar,326
1991,Angel Garcia,2453,Caterpillar,326
1991,Gigi Cifarelli,2534,Caterpillar,326
1991,Danilo Minotti,2490,Caterpillar,326
