Id,Label,nome,ruolo
1,883,883,performer
2,99 Posse,99 Posse,performer
3,Adamo,Adamo,performer
5,Adriano Celentano,Adriano Celentano,performer
6,Al Bano,Al Bano,performer
7,Alan Sorrenti,Alan Sorrenti,performer
8,Alberto Camerini,Alberto Camerini,performer
9,Alberto Fortis,Alberto Fortis,performer
10,Alberto Radius,Alberto Radius,performer
11,Aleandro Baldi,Aleandro Baldi,performer
12,Alice,Alice,performer
13,Almamegretta,Almamegretta,performer
14,Alunni del Sole,Alunni del Sole,performer
15,Ambra,Ambra,performer
16,Amedeo Minghi,Amedeo Minghi,performer
17,Andrea Bocelli,Andrea Bocelli,performer
18,Angelo Branduardi,Angelo Branduardi,performer
19,Anna Identici,Anna Identici,performer
20,Anna Oxa,Anna Oxa,performer
21,Antoine,Antoine,performer
22,Antonello Venditti,Antonello Venditti,performer
23,Articolo 31,Articolo 31,performer
24,Audio 2,Audio 2,performer
25,Banco del Mutuo Soccorso,Banco del Mutuo Soccorso,performer
26,Biagio Antonacci,Biagio Antonacci,performer
27,Bobby Solo,Bobby Solo,performer
28,Bruno Lauzi,Bruno Lauzi,performer
29,C.S.I.,C.S.I.,performer
30,Carmen Consoli,Carmen Consoli,performer
31,Carmen Villani,Carmen Villani,performer
32,Caterina Caselli,Caterina Caselli,performer
33,Charles Aznavour,Charles Aznavour,performer
34,Chikano,Chikano,performer
35,Claudio Baglioni,Claudio Baglioni,performer
36,Cochi e Renato,Cochi e Renato,performer
37,Coro del CAI di Padova,Coro del CAI di Padova,performer
38,Dalida,Dalida,performer
39,Dario Baldan Bembo,Dario Baldan Bembo,performer
40,Delirium,Delirium,performer
41,Dik Dik,Dik Dik,performer
42,Dino,Dino,performer
43,Domenico Modugno,Domenico Modugno,performer
44,Don Backy,Don Backy,performer
45,Drupi,Drupi,performer
46,Edoardo Bennato,Edoardo Bennato,performer
47,Edoardo Vianello,Edoardo Vianello,performer
48,Elio e le Storie Tese,Elio e le Storie Tese,performer
49,Ennio Morricone,Ennio Morricone,performer
50,Enrico Ruggeri,Enrico Ruggeri,performer
51,Enzo Avitabile,Enzo Avitabile,performer
52,Enzo Jannacci,Enzo Jannacci,performer
53,Equipe 84,Equipe 84,performer
54,Eros Ramazzotti,Eros Ramazzotti,performer
55,Eugenio Finardi,Eugenio Finardi,performer
56,F.lli La Bionda,F.lli La Bionda,performer
57,Fabio Concato,Fabio Concato,performer
58,Fabrizio De André,Fabrizio De André,performer
59,Fausto Papetti,Fausto Papetti,performer
60,Fiorella Mannoia,Fiorella Mannoia,performer
61,Fiorello,Fiorello,performer
62,Formula 3,Formula 3,performer
63,Francesco Baccini,Francesco Baccini,performer
64,Francesco De Gregori,Francesco De Gregori,performer
65,Francesco Guccini,Francesco Guccini,performer
66,Francesco Salvi,Francesco Salvi,performer
67,Franco Battiato,Franco Battiato,performer
68,Frankie Hi-Nrg,Frankie Hi-Nrg,performer
69,Fred Bongusto,Fred Bongusto,performer
70,Gabriella Ferri,Gabriella Ferri,performer
71,Georges Moustaki,Georges Moustaki,performer
72,Gerardina Trovato,Gerardina Trovato,performer
73,Gianluca Grignani,Gianluca Grignani,performer
74,Gianna Nannini,Gianna Nannini,performer
75,Gianni Bella,Gianni Bella,performer
76,Gianni Morandi,Gianni Morandi,performer
77,Gianni Togni,Gianni Togni,performer
78,Gigliola Cinquetti,Gigliola Cinquetti,performer
79,Gino Paoli,Gino Paoli,performer
80,Giorgia,Giorgia,performer
81,Giorgio Gaber,Giorgio Gaber,performer
82,Giuseppe Ungaretti,Giuseppe Ungaretti,performer
83,Goblin,Goblin,performer
84,Guido e Maurizio De Angelis,Guido e Maurizio De Angelis,performer
85,Herbert Pagani,Herbert Pagani,performer
86,I Camaleonti,I Camaleonti,performer
87,I Corvi,I Corvi,performer
88,I Giganti,I Giganti,performer
89,I Nuovi Angeli,I Nuovi Angeli,performer
90,I Ragazzi del Sole,I Ragazzi del Sole,performer
91,Il Guardiano del Faro,Il Guardiano del Faro,performer
92,Il Rovescio della Medaglia,Il Rovescio della Medaglia,performer
93,Inti Illimani,Inti Illimani,performer
94,Irene Grandi,Irene Grandi,performer
95,Iva Zanicchi,Iva Zanicchi,performer
96,Ivan Cattaneo,Ivan Cattaneo,performer
97,Ivan Graziani,Ivan Graziani,performer
98,Ivano Fossati,Ivano Fossati,performer
99,Jovanotti,Jovanotti,performer
100,Julio Iglesias,Julio Iglesias,performer
101,L'Orchestra Italiana,L'Orchestra Italiana,performer
102,Ladri di biciclette,Ladri di biciclette,performer
103,Laura Pausini,Laura Pausini,performer
104,Ligabue,Ligabue,performer
105,Litfiba,Litfiba,performer
106,Little Tony,Little Tony,performer
107,Loredana Berté,Loredana Berté,performer
108,Los Indios Tabajaras,Los Indios Tabajaras,performer
109,Luca Barbarossa,Luca Barbarossa,performer
110,Luca Carboni,Luca Carboni,performer
112,Luciano Rossi,Luciano Rossi,performer
113,Luciano Tajoli,Luciano Tajoli,performer
114,Lucio Battisti,Lucio Battisti,performer
115,Lucio Dalla,Lucio Dalla,performer
116,Luigi Tenco,Luigi Tenco,performer
117,Mal,Mal,performer
118,Mango,Mango,performer
119,Marcella Bella,Marcella Bella,performer
120,Marco Masini,Marco Masini,performer
121,Marina Rei,Marina Rei,performer
122,Mario Tessuto,Mario Tessuto,performer
123,Massimo Di Cataldo,Massimo Di Cataldo,performer
124,Massimo Ranieri,Massimo Ranieri,performer
125,Matia Bazar,Matia Bazar,performer
126,Mia Martini,Mia Martini,performer
127,Mietta,Mietta,performer
128,Miguel Bosé,Miguel Bosé,performer
129,Milva,Milva,performer
130,Mina,Mina,performer
131,Nada,Nada,performer
132,Nanni Svampa,Nanni Svampa,performer
133,Nek,Nek,performer
134,Neri per caso,Neri per caso,performer
135,New Dada,New Dada,performer
136,New Trolls,New Trolls,performer
137,Niccolò Fabi,Niccolò Fabi,performer
138,Nico Fidenco,Nico Fidenco,performer
139,Nini Rosso,Nini Rosso,performer
140,Nino D'Angelo,Nino D'Angelo,performer
141,Nino Ferrer,Nino Ferrer,performer
142,Nomadi,Nomadi,performer
143,Orietta Berti,Orietta Berti,performer
144,Le Orme,Le Orme,performer
145,Ornella Vanoni,Ornella Vanoni,performer
146,Osanna,Osanna,performer
147,Paola Turci,Paola Turci,performer
148,Paolo Conte,Paolo Conte,performer
149,Paolo Vallesi,Paolo Vallesi,performer
150,Patty Pravo,Patty Pravo,performer
151,PFM,PFM,performer
152,Pierangelo Bertoli,Pierangelo Bertoli,performer
153,Pino Daniele,Pino Daniele,performer
154,Pino Donaggio,Pino Donaggio,performer
155,Pooh,Pooh,performer
156,Prozac +,Prozac +,performer
157,Quelli,Quelli,performer
158,Raf,Raf,performer
159,Red Canzian,Red Canzian,performer
160,Renato Zero,Renato Zero,performer
161,Renzo Arbore,Renzo Arbore,performer
162,Rettore,Rettore,performer
163,Riccardo Cocciante,Riccardo Cocciante,performer
164,Ricchi e Poveri,Ricchi e Poveri,performer
165,Ricky Gianco,Ricky Gianco,performer
166,Rita Pavone,Rita Pavone,performer
167,Roberto Vecchioni,Roberto Vecchioni,performer
168,Roby Facchinetti,Roby Facchinetti,performer
169,Rocky Roberts,Rocky Roberts,performer
170,Romina Power,Romina Power,performer
171,Ron,Ron,performer
172,Rondò Veneziano,Rondò Veneziano,performer
173,Ronnie Jones,Ronnie Jones,performer
174,Rossana Casale,Rossana Casale,performer
175,Samuele Bersani,Samuele Bersani,performer
176,Sandro Giacobbe,Sandro Giacobbe,performer
177,Santo & Johnny,Santo & Johnny,performer
178,Sergio Caputo,Sergio Caputo,performer
179,Sergio Endrigo,Sergio Endrigo,performer
180,Spagna,Spagna,performer
181,Squallor,Squallor,performer
182,Stadio,Stadio,performer
183,Stefano Rosso,Stefano Rosso,performer
184,Stelvio Cipriani,Stelvio Cipriani,performer
185,Stephen Schlaks,Stephen Schlaks,performer
186,Steve Rogers Band,Steve Rogers Band,performer
187,Stormy Six,Stormy Six,performer
188,Sylvie Vartan,Sylvie Vartan,performer
189,Tazenda,Tazenda,performer
190,Teresa De Sio,Teresa De Sio,performer
191,The Guitar Men,The Guitar Men,performer
192,The Primitives,The Primitives,performer
193,The Rokes,The Rokes,performer
194,The Showmen,The Showmen,performer
195,Tony Esposito,Tony Esposito,performer
196,Toquinho,Toquinho,performer
197,Umberto Balsamo,Umberto Balsamo,performer
198,Umberto Tozzi,Umberto Tozzi,performer
199,Vasco Rossi,Vasco Rossi,performer
200,Vianella,Vianella,performer
201,Vinicius de Moraes,Vinicius de Moraes,performer
202,Wess e Dori Ghezzi,Wess e Dori Ghezzi,performer
203,Zucchero,Zucchero,performer
204,900,900,album
205,1983,1983,album
206,1999,1999,album
207,12ma raccolta,12ma raccolta,album
208,14ma raccolta,14ma raccolta,album
209,16ma raccolta,16ma raccolta,album
210,18ma raccolta,18ma raccolta,album
211,19ma raccolta,19ma raccolta,album
212,20ma raccolta,20ma raccolta,album
213,22ma raccolta,22ma raccolta,album
214,24ma raccolta,24ma raccolta,album
215,26ma raccolta,26ma raccolta,album
216,A che ora è la fine del mondo,A che ora è la fine del mondo,album
217,A un certo punto,A un certo punto,album
218,Abbi dubbi,Abbi dubbi,album
219,Acido Acida,Acido Acida,album
220,Adamo (LP),Adamo (LP),album
221,Adesso,Adesso,album
222,Adriano Rock,Adriano Rock,album
223,Agnese dolce Agnese,Agnese dolce Agnese,album
224,Agostino Ferrari ovvero Nino Ferrer (LP),Agostino Ferrari ovvero Nino Ferrer (LP),album
225,Aguaplano,Aguaplano,album
226,Ai miei amici cantautori,Ai miei amici cantautori,album
227,Ai miei amici di Ciao Amici,Ai miei amici di Ciao Amici,album
228,Al centro della musica,Al centro della musica,album
229,Al di là del muro,Al di là del muro,album
230,Alberto Fortis (LP),Alberto Fortis (LP),album
231,Aldebaran,Aldebaran,album
232,Alessandra,Alessandra,album
233,Alla fiera dell'est,Alla fiera dell'est,album
234,Aloha,Aloha,album
235,Alta tensione,Alta tensione,album
236,Alzati la gonna,Alzati la gonna,album
237,Amanti,Amanti,album
238,Amerigo,Amerigo,album
239,Amici x sempre,Amici x sempre,album
240,Amicizia,Amicizia,album
241,Amore dopo amore,Amore dopo amore,album
242,Amore e non amore,Amore e non amore,album
243,Angelo Branduardi (LP),Angelo Branduardi (LP),album
244,Anima,Anima,album
245,Anima latina,Anima latina,album
246,Anime,Anime,album
247,Anime in gioco,Anime in gioco,album
248,Anime salve,Anime salve,album
249,Anna Identici (LP),Anna Identici (LP),album
250,Anonimo Veneziano (colonna sonora),Anonimo Veneziano (colonna sonora),album
251,Aria (1972),Aria (1972),album
252,Aria (1975),Aria (1975),album
253,Aria pulita,Aria pulita,album
254,Aria pura,Aria pura,album
255,Arie Sacre,Arie Sacre,album
256,Arrapaho,Arrapaho,album
257,Arrivano gli uomini,Arrivano gli uomini,album
258,Artide Antartide,Artide Antartide,album
259,Asia non Asia,Asia non Asia,album
260,Assolutamente tuo,Assolutamente tuo,album
261,Attila,Attila,album
262,Baby Gate,Baby Gate,album
263,Ballate... fra il cielo e il mare,Ballate... fra il cielo e il mare,album
264,Banco,Banco,album
265,Banco del Mutuo Soccorso (LP),Banco del Mutuo Soccorso (LP),album
266,Bandaberté,Bandaberté,album
267,Bandido (1979),Bandido (1979),album
268,Bandido (1984),Bandido (1984),album
269,Bandiera gialla,Bandiera gialla,album
270,Bei tempi,Bei tempi,album
271,Bella,Bella,album
272,Bella 'Mbriana,Bella 'Mbriana,album
273,Belle speranze,Belle speranze,album
274,Benvenuti in Paradiso,Benvenuti in Paradiso,album
275,Biagio Antonacci (LP),Biagio Antonacci (LP),album
276,Blue sugar,Blue sugar,album
277,Blue's,Blue's,album
278,Blumun,Blumun,album
279,Bocelli (LP),Bocelli (LP),album
280,Bollettino dei naviganti,Bollettino dei naviganti,album
281,Bollicine,Bollicine,album
282,Bonne soirée,Bonne soirée,album
283,Boomerang,Boomerang,album
284,Bravo Pravo,Bravo Pravo,album
285,Brivido divino,Brivido divino,album
286,Bufalo Bill,Bufalo Bill,album
287,Bugiardo più che mai... più incosciente che mai,Bugiardo più che mai... più incosciente che mai,album
288,Bugie,Bugie,album
289,Buon compleanno Elvis,Buon compleanno Elvis,album
290,Buona domenica,Buona domenica,album
291,Buona fortuna,Buona fortuna,album
292,Burattino senza fili,Burattino senza fili,album
293,C'è chi dice no,C'è chi dice no,album
294,Caffè de la Paix,Caffè de la Paix,album
295,"Calabuig, Stranamore e altri incidenti","Calabuig, Stranamore e altri incidenti",album
296,Caldo,Caldo,album
297,Calypso,Calypso,album
298,Cambio,Cambio,album
299,Campi di popcorn,Campi di popcorn,album
300,Canarino mannaro,Canarino mannaro,album
301,Cannibali,Cannibali,album
303,Cantautore,Cantautore,album
304,Cantautori,Cantautori,album
305,Canti della libertà,Canti della libertà,album
306,Canto de pueblos andinos - Inti Illimani III,Canto de pueblos andinos - Inti Illimani III,album
307,Canto de pueblos andinos vol. 2 - Inti Illimani 5,Canto de pueblos andinos vol. 2 - Inti Illimani 5,album
308,Canzoni (1974),Canzoni (1974),album
309,Canzoni (1990),Canzoni (1990),album
310,Canzoni (1996),Canzoni (1996),album
311,Canzoni d'amore,Canzoni d'amore,album
312,Canzoni di Edith Piaf,Canzoni di Edith Piaf,album
313,Canzoni per me,Canzoni per me,album
314,Canzoni per parlare,Canzoni per parlare,album
315,Canzonissima '68,Canzonissima '68,album
316,Carboni (LP),Carboni (LP),album
317,Carmen,Carmen,album
318,Caro Aznavour,Caro Aznavour,album
319,"Caro Theodorakis... Iva, Iva Zanicchi","Caro Theodorakis... Iva, Iva Zanicchi",album
320,Carovana,Carovana,album
321,Carta straccia,Carta straccia,album
322,Casa bianca,Casa bianca,album
323,Casanova,Casanova,album
324,Casco d'oro,Casco d'oro,album
325,Catene,Catene,album
326,Caterpillar,Caterpillar,album
327,Cercando l'oro,Cercando l'oro,album
328,Certi momenti,Certi momenti,album
329,Cervo a primavera,Cervo a primavera,album
330,Che Dio ti benedica,Che Dio ti benedica,album
331,Che mondo strano,Che mondo strano,album
332,Che vuoi che sia... se t'ho aspettato tanto,Che vuoi che sia... se t'ho aspettato tanto,album
333,Chicas!,Chicas!,album
334,Chocolate Kings,Chocolate Kings,album
335,Ci vuole orecchio,Ci vuole orecchio,album
336,Ci vuole poco,Ci vuole poco,album
337,Ciao,Ciao,album
338,Cinquemilaquarantatre,Cinquemilaquarantatre,album
339,"Cocciante (LP, 1982)","Cocciante (LP, 1982)",album
340,"Cocciante (LP, 1991)","Cocciante (LP, 1991)",album
341,Cogli la prima mela,Cogli la prima mela,album
342,Collage (LP),Collage (LP),album
343,Com'è profondo il mare,Com'è profondo il mare,album
344,Come due soli in cielo,Come due soli in cielo,album
345,Come l'acqua,Come l'acqua,album
346,Come Thelma e Louise,Come Thelma e Louise,album
347,Come ti va in riva alla città,Come ti va in riva alla città,album
348,Come un cammello in una grondaia,Come un cammello in una grondaia,album
349,Come un gelato all'equatore,Come un gelato all'equatore,album
350,Come un vecchio incensiere all'alba di un villaggio deserto,Come un vecchio incensiere all'alba di un villaggio deserto,album
351,Concerto Grosso per i New Trolls,Concerto Grosso per i New Trolls,album
352,Concerto per Margherita,Concerto per Margherita,album
353,Concerto per Patty,Concerto per Patty,album
354,Confusa e felice,Confusa e felice,album
355,Contatti,Contatti,album
356,Contrappunti,Contrappunti,album
357,Cortocircuito,Cortocircuito,album
358,Cosa resterà,Cosa resterà,album
359,Cosa succede in città,Cosa succede in città,album
360,Così com'è,Così com'è,album
361,Craccracriccrecr,Craccracriccrecr,album
362,Cremona,Cremona,album
363,Crescendo,Crescendo,album
364,Creuza de mä,Creuza de mä,album
365,Cuore,Cuore,album
366,Cuore d'acciaio,Cuore d'acciaio,album
367,Cuori agitati,Cuori agitati,album
368,D'amore di morte e di altre sciocchezze,D'amore di morte e di altre sciocchezze,album
369,Dal blu,Dal blu,album
370,Dalida (LP),Dalida (LP),album
371,Dalla (LP),Dalla (LP),album
372,Dalla/Morandi (LP),Dalla/Morandi (LP),album
373,Darwin!,Darwin!,album
374,De Gregori (LP),De Gregori (LP),album
375,Decenni,Decenni,album
376,Dedicato a mio padre,Dedicato a mio padre,album
377,Destinazione Paradiso,Destinazione Paradiso,album
378,Dettagli,Dettagli,album
379,Deus,Deus,album
380,Di terra e di vento,Di terra e di vento,album
381,Di vero in fondo,Di vero in fondo,album
382,Diamoci del tu,Diamoci del tu,album
383,Dies Irae,Dies Irae,album
384,Diesel,Diesel,album
385,Dimmi cosa succede sulla Terra,Dimmi cosa succede sulla Terra,album
386,Dino (LP),Dino (LP),album
387,Discao meravigliao,Discao meravigliao,album
388,Disco dance,Disco dance,album
389,Dolce acqua,Dolce acqua,album
390,Dolcemente,Dolcemente,album
391,Domani,Domani,album
392,Domenico Modugno (LP),Domenico Modugno (LP),album
393,Don Giovanni,Don Giovanni,album
394,Donna,Donna,album
395,Douce France,Douce France,album
396,Dove c'è musica,Dove c'è musica,album
397,Dove va a finire il mio affetto,Dove va a finire il mio affetto,album
398,Drupi (LP),Drupi (LP),album
399,Due,Due,album
3463,ID,ID,album
400,Duemila60 Italian Graffiati,Duemila60 Italian Graffiati,album
401,Duemilatrecentouno parole,Duemilatrecentouno parole,album
402,E altre storie,E altre storie,album
403,È arrivato un bastimento,È arrivato un bastimento,album
404,E già,E già,album
405,E io canto,E io canto,album
406,"E la vita, la vita","E la vita, la vita",album
407,È proprio come vivere,È proprio come vivere,album
408,E tu come stai?,E tu come stai?,album
409,E tu...,E tu...,album
410,E=mc2,E=mc2,album
411,Eat The Phikis,Eat The Phikis,album
412,Edoardo Vianello allo Studio A,Edoardo Vianello allo Studio A,album
413,El bandolero stanco,El bandolero stanco,album
414,El Diablo,El Diablo,album
415,El Niño,El Niño,album
416,Emozioni,Emozioni,album
417,Endrigo (LP),Endrigo (LP),album
418,Enrico VIII,Enrico VIII,album
419,Equipe 84 (LP),Equipe 84 (LP),album
420,Equivocando,Equivocando,album
421,Erba di casa mia,Erba di casa mia,album
422,EroZero,EroZero,album
423,Estasi clamorosa,Estasi clamorosa,album
424,Eva,Eva,album
425,Eventi e mutamenti,Eventi e mutamenti,album
426,"Fabio Concato (LP,  1984)","Fabio Concato (LP,  1984)",album
427,"Fabio Concato (LP, 1999)","Fabio Concato (LP, 1999)",album
428,"Fabrizio De André (L'Indiano, LP)","Fabrizio De André (L'Indiano, LP)",album
429,Felona e Sorona,Felona e Sorona,album
430,Ferryboat,Ferryboat,album
431,Figli delle stelle,Figli delle stelle,album
432,Figli di un do minore,Figli di un do minore,album
433,Finalmente ho conosciuto il conte Dracula,Finalmente ho conosciuto il conte Dracula,album
434,Finalmente tu,Finalmente tu,album
435,Fisiognomica,Fisiognomica,album
436,Fleurs,Fleurs,album
437,Florian,Florian,album
438,Folk Beat n. 1,Folk Beat n. 1,album
439,Formula 3 (LP),Formula 3 (LP),album
440,Fra noi,Fra noi,album
441,Fragole infinite,Fragole infinite,album
443,Fred Bongusto (LP),Fred Bongusto (LP),album
444,Frutta e verdura,Frutta e verdura,album
445,Georges Moustaki in italiano,Georges Moustaki in italiano,album
446,Geppo il folle,Geppo il folle,album
447,Gian Burrasca,Gian Burrasca,album
448,Gianni 5,Gianni 5,album
449,Gianni 6,Gianni 6,album
450,Gianni 7,Gianni 7,album
451,Gianni Quattro,Gianni Quattro,album
452,Gianni Tre,Gianni Tre,album
453,Giannutri,Giannutri,album
454,Gino Paoli allo Studio A,Gino Paoli allo Studio A,album
455,Giorni infiniti,Giorni infiniti,album
456,Gira che ti rigira amore bello,Gira che ti rigira amore bello,album
457,Girasole,Girasole,album
458,Giù la testa (colonna sonora),Giù la testa (colonna sonora),album
459,Gli altri siamo noi,Gli altri siamo noi,album
460,Gloria,Gloria,album
461,Gommalacca,Gommalacca,album
462,Goodbye N9vecento,Goodbye N9vecento,album
463,Gran bazar,Gran bazar,album
464,Grazie mille,Grazie mille,album
465,Guarda chi si vede,Guarda chi si vede,album
466,Guccini (LP),Guccini (LP),album
467,Hair - Cast italiano,Hair - Cast italiano,album
468,Hanno ucciso l'uomo ragno,Hanno ucciso l'uomo ragno,album
469,Hollywood Hollywood,Hollywood Hollywood,album
470,I Canti della Grande Guerra,I Canti della Grande Guerra,album
471,I discorsi,I discorsi,album
472,I Giganti (LP),I Giganti (LP),album
473,I mali del secolo,I mali del secolo,album
474,I miei americani,I miei americani,album
475,I miei americani 2,I miei americani 2,album
476,I miei giorni,I miei giorni,album
477,I Nomadi (LP),I Nomadi (LP),album
478,I Nuovi Angeli (LP),I Nuovi Angeli (LP),album
479,I Ragazzi del Sole (LP),I Ragazzi del Sole (LP),album
480,I ricordi del cuore,I ricordi del cuore,album
481,I treni a vapore,I treni a vapore,album
482,I'll go crazy,I'll go crazy,album
483,Il cielo capovolto,Il cielo capovolto,album
484,Il cielo della Vergine,Il cielo della Vergine,album
485,Il cielo è blu sopra le nuvole,Il cielo è blu sopra le nuvole,album
486,Il colore dei pensieri,Il colore dei pensieri,album
487,Il dito e la luna,Il dito e la luna,album
488,Il falco e il gabbiano,Il falco e il gabbiano,album
489,Il forestiero,Il forestiero,album
490,Il giardino proibito,Il giardino proibito,album
491,Il giorno dopo,Il giorno dopo,album
492,Il giro del mio mondo,Il giro del mio mondo,album
493,Il grande esploratore,Il grande esploratore,album
494,Il grande sogno,Il grande sogno,album
495,Il mare calmo della sera,Il mare calmo della sera,album
496,Il mare dei papaveri,Il mare dei papaveri,album
497,Il mio canto libero,Il mio canto libero,album
498,Il mucchio,Il mucchio,album
499,Il nostro caro angelo,Il nostro caro angelo,album
500,Il paese dei balocchi,Il paese dei balocchi,album
501,Il pianoforte non è il mio forte,Il pianoforte non è il mio forte,album
502,Il poeta e il contadino,Il poeta e il contadino,album
503,Il ragazzo che sorride,Il ragazzo che sorride,album
504,Il re degli ignoranti,Il re degli ignoranti,album
505,Il secondo LP di Bobby Solo,Il secondo LP di Bobby Solo,album
506,Il sole,Il sole,album
507,Il sole nella pioggia,Il sole nella pioggia,album
508,In certi momenti,In certi momenti,album
509,In due,In due,album
510,In ogni senso,In ogni senso,album
511,In questo mondo di ladri,In questo mondo di ladri,album
512,In vacanza da una vita,In vacanza da una vita,album
513,Incoerente jazz,Incoerente jazz,album
514,Incontro,Incontro,album
515,Indivisibili,Indivisibili,album
516,Infinito,Infinito,album
517,Innamorarsi alla mia età,Innamorarsi alla mia età,album
518,Innamorato,Innamorato,album
519,Inseguendo l'aquila,Inseguendo l'aquila,album
520,Insieme,Insieme,album
521,Invisibile,Invisibile,album
522,Io che non sono l'imperatore,Io che non sono l'imperatore,album
523,"Io dentro, io fuori","Io dentro, io fuori",album
524,Io e Red,Io e Red,album
525,Io ho in mente te,Io ho in mente te,album
526,Io non so parlar d'amore,Io non so parlar d'amore,album
527,Io per lei,Io per lei,album
528,Io sì. Ai miei amici cantautori n. 2,Io sì. Ai miei amici cantautori n. 2,album
529,Io sono nato libero,Io sono nato libero,album
530,Io sono qui,Io sono qui,album
531,Io tu noi tutti,Io tu noi tutti,album
532,Ippopotami,Ippopotami,album
533,Irene Grandi (LP),Irene Grandi (LP),album
534,Italian Carnaval,Italian Carnaval,album
535,Italiana,Italiana,album
536,"Italyan, Rum Casusu Çikti","Italyan, Rum Casusu Çikti",album
537,Jazz,Jazz,album
538,Jenny e la bambola,Jenny e la bambola,album
539,Joan Lui,Joan Lui,album
540,Jovanotti for President,Jovanotti for President,album
541,Kaiwanna,Kaiwanna,album
542,King Kong Paoli,King Kong Paoli,album
543,Kyrie,Kyrie,album
544,L.A. & N.Y.,L.A. & N.Y.,album
545,L'alba,L'alba,album
546,L'amore,L'amore,album
547,L'amore è facile non è difficile,L'amore è facile non è difficile,album
548,L'apparenza,L'apparenza,album
549,L'arca di Noè,L'arca di Noè,album
550,L'asse d'equilibrio,L'asse d'equilibrio,album
551,L'imboscata,L'imboscata,album
552,L'imperfetto,L'imperfetto,album
553,L'isola di niente,L'isola di niente,album
554,L'ufficio delle cose perdute,L'ufficio delle cose perdute,album
555,L'uomo,L'uomo,album
556,"La batteria, il contrabbasso, eccetera","La batteria, il contrabbasso, eccetera",album
557,La Bibbia,La Bibbia,album
558,La Bionda (LP),La Bionda (LP),album
559,La buona novella,La buona novella,album
560,La coscienza di Zero,La coscienza di Zero,album
561,"La donna, il sogno & il grande incubo","La donna, il sogno & il grande incubo",album
562,La dura legge del gol!,La dura legge del gol!,album
563,La fabbrica di plastica,La fabbrica di plastica,album
564,La forza della vita,La forza della vita,album
565,La grande avventura,La grande avventura,album
566,La grande grotta,La grande grotta,album
567,La luna e il signor Hyde,La luna e il signor Hyde,album
568,La mia banda suona il rock,La mia banda suona il rock,album
569,La mia estate con te,La mia estate con te,album
570,La mia gente,La mia gente,album
571,La mia moto,La mia moto,album
572,La mia risposta,La mia risposta,album
573,La morte dei miracoli,La morte dei miracoli,album
574,La parola ai testimoni,La parola ai testimoni,album
575,La pianta del té,La pianta del té,album
576,La pubblica ottusità,La pubblica ottusità,album
577,La pulce d'acqua,La pulce d'acqua,album
578,La sposa occidentale,La sposa occidentale,album
579,La torre di Babele,La torre di Babele,album
580,La tramontana,La tramontana,album
581,La vita amico è l'arte dell'incontro,La vita amico è l'arte dell'incontro,album
582,La vita è adesso,La vita è adesso,album
583,La voce del padrone (LP),La voce del padrone (LP),album
584,La voglia di sognare,La voglia di sognare,album
585,"La voglia pazza, l'incoscienza, l'allegria","La voglia pazza, l'incoscienza, l'allegria",album
586,La vostra Rita,La vostra Rita,album
587,Ladri di biciclette (LP),Ladri di biciclette (LP),album
588,"Lambrusco, coltelli, rose & pop corn","Lambrusco, coltelli, rose & pop corn",album
589,Laura,Laura,album
590,Laura Pausini (LP),Laura Pausini (LP),album
591,Le cose che vivi,Le cose che vivi,album
592,Le due facce dell'amore,Le due facce dell'amore,album
593,Le foglie e il vento,Le foglie e il vento,album
594,Le idee di oggi per la musica di domani,Le idee di oggi per la musica di domani,album
595,Le italiane sono belle,Le italiane sono belle,album
596,Le mie strade,Le mie strade,album
597,Le nuvole,Le nuvole,album
598,Le Quattro Stagioni di Don Backy,Le Quattro Stagioni di Don Backy,album
599,Le ragazze,Le ragazze,album
600,Leggera,Leggera,album
601,"Lei, gli amici e tutto il resto","Lei, gli amici e tutto il resto",album
602,Leoni si nasce,Leoni si nasce,album
603,Liberi liberi,Liberi liberi,album
604,Lilly,Lilly,album
605,Lingo,Lingo,album
606,Lisa dagli occhi blu,Lisa dagli occhi blu,album
607,Liù,Liù,album
608,Lochness,Lochness,album
609,Lorenzo 1992,Lorenzo 1992,album
610,Lorenzo 1994,Lorenzo 1994,album
611,Lorenzo 1997: L'albero,Lorenzo 1997: L'albero,album
612,Lorenzo 1999 Capo Horn,Lorenzo 1999 Capo Horn,album
613,Love letters,Love letters,album
614,Luca Carboni (LP),Luca Carboni (LP),album
615,Lucio Battisti (LP),Lucio Battisti (LP),album
616,Lucio Dalla (LP),Lucio Dalla (LP),album
617,Luigi Tenco (LP),Luigi Tenco (LP),album
618,Lupi solitari,Lupi solitari,album
619,Macramè,Macramè,album
620,Magnifico delirio,Magnifico delirio,album
621,Mai una signora,Mai una signora,album
622,Mal dei Primitives (LP),Mal dei Primitives (LP),album
623,Malafemmina,Malafemmina,album
624,Malgrado tutto l'angelo azzurro,Malgrado tutto l'angelo azzurro,album
625,Malinconoia,Malinconoia,album
626,Mamma Maria,Mamma Maria,album
627,Mangio troppa cioccolata,Mangio troppa cioccolata,album
628,Mango (LP),Mango (LP),album
629,Manifesto,Manifesto,album
630,Manzo,Manzo,album
631,Marco Masini (LP),Marco Masini (LP),album
632,Martini Mia (LP),Martini Mia (LP),album
633,Mascalzone latino,Mascalzone latino,album
634,Matto come un gatto,Matto come un gatto,album
